title,description
Turkcell Hot Spot Paketi Yerine Kendi Paketimden Harcatıyor,"Turkcell Lifebox neden iptal edilmiyor. Neden hattımda 2 tane Lifebox yapıldı. Birini ben yaptım. Fakat ikincisini ben yapmadım. İptal etmeye çalışıyorum iptal edilmiyor. Sürekli kartımdan para çekip duruyor. İptal etmek istediğimde web hata veriyor, telefon uygulaması hata veriyor. Müşteri hizmetleri desen zaten işten anlamıyor, iptal edemediklerini söylüyor. Bu nasıl bir çıkmaz arkadaş. İptal edin şu Lifebox ı"
Turkcell Otomatik Ödeme 2 GB Yüklenmedi.,"Merhabalar, Turkcell'in kampanyası olan veri iznini aktif ederek hediye GB veren kampanyaya katıldım fakat aradan kaç saat geçti, hala GB verilmedi. Etkileşim iznini de verdim. Oradan da GB vermesi gerekiyordu, onu da vermedi. Lütfen sorunumu çözün. Gereğinin yapılmasını arz ederim. Saygılarımla."
Turkcell Hizmet Vermemek İçin Para İstiyor,Turkcell'den aldığım internet hattı Sinop/Dikmen/Kerimköy'de 1 haftadır çekmiyor. Kullanamadığımız halde faturasını ödediğimiz hattın bu bölgedeki probleminin giderilmesini istiyorum. Telefonumuzu da internetimizi de kullanamıyorum. Konu ile ilgili Turkcell'den destek istemekteyim.
Turkcell İnternet Paketiniz Bitti İle Paketin Esnemesi Uyarısı Zamansız Geliyor,"Turkcell gün geçtikçe kalitesini düşürmeye devam ediyor! Hattı 90 gün taşıyamazsınız diye uyarı veriyor. Direkt değiştireceğim. 26 GB interneti her gün her an aktif kullansam bir ayda yine bitiremem ama nasıl oluyorsa Turkcell'de bu süre 5 gün! Şaka gibi, 5 günde 26 GB internet paketi birden bitti! Siz kimi yanıltıyorsunuz yahu? Saf yerine koyuyorlar insanları. Yemezler!"
Turkcell Hattıma Yüz Yüzden Fazla Zam Yaptı,Sitede yer alan bilgiler ile müşteri hizmetleri farklı ücretlendirme var. Turkcell gibi Türkiye'nin göz bebeği teknoloji devi bir firmaya yakışmadı acil düzeltirlerse kendine yakışanı yapmış olurlar. Gerekli ekran görüntüleri ektedir bilginize acil düzeltilmesini rica ediyorum
Turkcell İnternet Hattıma Yüklenmedi.,"KimGB ile 2GB internet yükledim, yarım saat oldu gelmedi. Turkcell bunu hep yapıyor, daha önce de başıma geldi. Ayrıca Kazandırio ile 500 MB yükledim, o da gelmedi. Turkcell'in kendi uygulamasında da göstermiyor. Lütfen internetimi yollayın, mağdurum."
Turkcell Gnç Çok Kötü,Her hafta ücretli internet vermeyi talep ediyor ve her ay internet paketi alıyorum ama yeterli olmuyor. Ücretsiz internetten yararlanmak istiyorum. Bu yüzden şikayetimi belirtmek istedim. Uzun bir süreden beri bu devam ediyor. Lütfen bu durumda bana yardımcı olunuz.
Turkcell İnternet Paketi Ek,"Dün evimde internet kesintisi yaşadığım için kendi internetimi kullandım. Turkcell yine şaşırtmadı :) Gece sonunda internetim az kaldığını bilerekten aşırı bir kullanım yapmadım. 23.40'ta bana gelen mesajda ""819 MB"" internetim kaldığı yazıyordu. Ben de uygulamadan kontrol edip 819 MB internetimin olduğunu görerek kullanımı bitirdim. Bitirdikten sonra internetimi kapadım. 00.37'de gelen mesajda zaten paketimin bittiği yazıyordu. Uygulamada da aynı şekilde bittiğini gördüm (bu sırada başka telefondan internet açarak bakıyorum.) paket bitiminde ise 19kr/100kb şeklinde ücretlendirme olacağı yazıyordu. O sırada mobil verim ile asla bir yere girip kullanmadım. Sadece bir kere yanlışlıkla açtım. Sonradan fark ettiğimde ise telefonumdaki tüm paranın çekildiğini gördüm. Yani benden 107₺ tam olarak ne için kestiniz? Ayrıca müşteri hizmetlerine bağlandığımda ise 1 saat geç yansıma olabilir, paketiniz bitmiştir, son 1 saat dahil değildir diyor. Benim komple paketim bitmedi sadece internetim bitti ne alaka? Hiç ben geç yansımayla denk gelmedim açıkçası. Turkcell benim bütün güvenimi kırdı. Bu olaydan sonra da kesinlikle hattımı başka operatöre taşımayı düşünüyorum. Ayrıca çok fazla MB harcıyor ve paketleri de çok pahalı. Gereksiz yere kendime eziyet çektirmişim bunca sene."
Turkcell'in Fiyat Politikası Ve Sınırlamalar,"Bu internet nereye gidiyor, hiçbir şeyi açıklayamazsınız. 1 GB tanımlayıp telefonu masaya bıraktım, 4 dakika içinde internet bitti. Telefonu kontrol ediyorum; hiçbir indirme yok, uygulama güncellenmemiş ve iCloud'a fotoğraf yüklenmemiş. Bu internet paketim nereye gidiyor? Zaten pahalıya aldığımız internet paketinin üstüne her ay internet paketi yapa yapa ödediğim 1500-2000₺ fatura tutarı helal değildir. İşlerim gereği internet mecbur lazım, tuşlu telefona geçemiyoruz. Kimin geliri ne kadar olursa olsun, bu şekilde insanların cebinden para çekemezsiniz. Bir de yerli firma olacaksınız!"
Turkcell Mobil Hat İnternet Sorunu,"Vodafone GSM kullanıyordum, 8 GB internetim vardı. Paket sürekli açık olduğu halde bana yeterdi, 30 günün sonunda ancak biterdi, hatta bazen GB kalırdı. Turkcell'e geçtim, 5-6 aydır aralıksız her tarife yenilenmesinde evde Wi-Fi kullanmama rağmen 15 GB internet + hediye GB yetmiyor, sürekli ek paket almam isteniyor. Çok fazla internet tüketimi yapıyor Turkcell. Araştırdığımda Twitter'da ve internette aynı sorunu yaşayan birçok kişiyi gördüm. Sorun düzeltilmezse yeniden Vodafone'a geçeceğim. 8 GB yetiyordu, 15 GB harici ek paketler alıyorum, dünyanın parasını ekstra olarak ödüyorum. Ek paketler de yetmiyor, bir daha ek paket almam gerekiyor. İnternete ihtiyacım olduğu için dışarıda."
Turkcell İnternetin Çabuk Bitmesi,"Turkcell'de 15 GB internetimden kalan 3.3 GB + Salla Kazan'dan kazandığım 2 GB internetin aniden bitmesi. Telefon sürekli cebimde olmasına rağmen sadece araçta CarPlay'e bağlı ve 1 günde 5 GB internetimin bittiğini gördüm. 532'yi Turkcell müşteri temsilcisini aradığımda, fatura detaylarına baktığımızda genelde 50 MB gibi komik internet harcamalarını görüntüledim. Bunun saçmalık olduğunu söylediğimde ise 'Bizlik bir şey yok, Apple servisi ile görüşmeniz gerekiyor' dediler. Apple benim durduk yere giden internetimi geri mi getirecek? Apple Store dahil bütün otomatik güncellemelerim kapalı. Arka planda uygulama yenilemesi kapalı, telefonum sürekli çekiyor. 532'de görüştüğüm kişiyle de iPhone telefonumdan ayarlara baktığımızda da IP takibi ve diğer ayarların da normal olduğunu görüntüledim (LTE dolaşım vs.). Ama buna rağmen hala bana 'Apple ile görüşmeniz gerekiyor' dediler. Bu problemim halledilmediği zaman cayma bedelini ödeyip (sorduğumda 200-250 TL arasında bir şey dediler) ek paket almak yerine Vodafone'dan hat alacağım."
Turkcell'in Bilgi Vermeden Yıllık Abone Yapması Ve İnterneti Kesmesi.,"Şimdi anlatacağım olay benim de başıma geliyor diyeceksiniz. Son 4 yıldır Antalya'da çalışmaktayım. Bu anlatacağım her sene birkaç kez başıma geliyordu ancak her defasında olabilir diyerek üzerine düşmemiştim. Turkcell 20GB aboneliğim var, her ayın 25'inde yenileniyor. 7 Haziran günü bir mesaj geldi. 20 GB internetiniz bitmiştir şeklinde. Ben çok şaşırdım ancak yine de işim gereği sabah saat 10.00 civarında 10GB ek paket aldım. Saat 11.00 civarında bir mesaj daha geldi. Aldığım ek paketin de bittiğini söylüyordu. Ancak burada garip olan bu süre zarfında arabamla şantiyeye geçtim, yani internet kullanacak vaktim olmadı. Şantiyede de bir mail kontrolü yaptım ve sadece bir mail cevapladım. Hattımın kullanımı kontrol için müşteri hizmetlerini aradım. Adam, benim bu süre içerisinde 10GB interneti kullandığımı söyledi. Bu imkansız ve bu sefer çok kısa bir süreçte bunu bana yaptıkları için Turkcell oyunu ifşa oldu. Ben bunun gibi ani internet limit harcamalarıyla 4 yıldır Antalya'da çok karşılaştım. Bana göre arka planda çalışan bir algoritma var. Sizi bu şehre ziyaretçi gibi geldiğinizi tespit ettiğinde limitinizi ani düşümler yaptırıyor. Arkasından müşteri hizmetleri sizi sürekli arayıp paket yükseltmenizi istiyor. Ben de geçen 15 günlük hafta yurt dışı seyahatinden gelmiştim. Bu benim uzun süreli şehirden ayrılışlarımda hep başıma geldi. Turkcell müşteri hizmetlerini aradığımda şikayet kaydı alamayacaklarını söylediler. Ben de buradan şikayetimi dile getiriyorum. Bunca sene bu şekilde sebepsiz bitirilen internet harcamalarımı geri istiyorum. Buradan yetkililere sesleniyorum, algoritmanın varlığı araştırılsın istiyorum."
Turkcell Hattıma Yüz Yüzden Fazla Zam Yaptı,"3-4 ay öncesine kadar 20 GB internet bana yeterken şu an 40 GB internet yetmez oldu. Bu firmanın internet kullanım tarifesini ne anladım ne de idrak ettim. Ömrümde gördüğüm en değişik sistem mevcut. Yurt dışında tanıdığım insanlar 15 GB ile bir ay geçirirken bana 40 GB yetmiyor, idrak edemiyorum. Artık insancıl bir ölçüm sistemi getirmeniz dileğiyle, yoksa gerçekten çok büyük abone kaybı yaşayacaksınız."
Turkcell'in Yeni Paket Aldatmacasıyla İnternet Hızla Tükeniyor!,"Bugün bir platformda Suriyelilere 75 GB internetin 390 TL olduğu, Türklere ise 765 TL olduğu söylenmiş. Doğru mu, yalan mı? Doğru ise 5 dakika daha durmam, sözleşmemi feshedin. Türk halkına 3. sınıf insan gibi davranmak nedir? Bu ülkede bir şey olsa, ülkesini satan adamdan mı destek bulacağını sanıyorsunuz?"
Turkcell Paket Yükleme Sorunu,"Turkcell hattımla mobil veri üzerinden iPhone telefonumdan Instagram, Facebook ve Youtube.com gibi uygulamalara giremiyorum. Wi-Fi ile herhangi bir sorun olmadan girebiliyorum. Görselde paylaştığım şekilde bir hata alıyorum Instagram'a girdiğimde. Lütfen yardımcı olabilir misiniz?"
Turkcell İnternet GB Harcama Oranı Yükseltiliyor,Turkcell kullanıcı olarak mobil verim açık olmasına rağmen sosyal medyaya giremiyorum. WhatsApp Google normal ama Instagram erişemiyorum. Oyunlarda gayet normal. Diğer operatör ile İnternet normal. Ama Turkcell İnternet ile bazı yerlere girmiyor. Yardımlarınızı bekliyorum.
Turkcell Faturasız İnternetim Bittikten Sonra Online Pakete 110 TL Zam,Turkcell Hotspot paketlerine enflasyon üstü fahiş zamlar yaptı. Geçen aylarda 100 liranın altında kullandığım hotspot paketi 200 lirayı geçmiş durumda. Ayrıca 10gb faturasız hotspot paketini de kaldırmışlar. Benim aylık 15 GB kadar hotspot kullanımım vardı Turkcell'in bu fahiş fiyatları yüzünden Türk Telekom mobil Wi-Fi paketlerine geçiş yapacağım. Her ay 5 adet ayrı cihazıma hotspot paketi alıyordum düzenli olarak.
Turkcell Hatalı Data Kullanım Ekstresi,Turkcell'de internet GB'ları özellikle son zamanlarda aşırı hızlı bitiyor. 1 hafta içerisinde 30 GB hangi uygulamayı kullanırsak kullanalım bu kadar harcanacağını sanmıyorum. 6gb kaldı diye bugün uyarı geldi 1 saat sonra 3gb düşmüştü. Son zamanlarda bu sorunu sıkça yaşamaya başladım
Turkcell Aşırı Veri Tüketimi,Merhaba şirketimizde kullanmakta olduğumuz Turkcell hattını internet paketi bittiğinde kesmeleri gerekirken kesmedikleri gibi üzerine ek sürekli 1 GB paket ekleyerek faturalandırıldı. Müşteri temsilci ile görüştük ek paket aldık verilmiş oldukları ek paketi almış olduğumuz paketten düşülmesini rica ettik fakat düşemeyeceklerini bildirdiler. Müşteri memnuniyeti gereği gerekli yardımı vermediler. Turkcell hizmet olarak daha ileri ve müşteri memnuniyeti için bizlere yardımcı olması lazım.
Turkcell'li Olmamama Rağmen Adıma Güvenli Aile Paketi Tanımlanması,07.06.2024 Cuma günü saat gece 00.05'de Turkcell uygulaması üzerinden faturasız hattıma ek internet paketi satın almak istedim. Almak istediğim paket (2Haftalık 7GB ve 500 dakika) olan pakettir. Paketin ücreti 200TL. Turkcell uygulaması üzerinden paketi satın alınca Denizbank hesabımdan para transferi yaptım. Para Denizbank hesabımdan çıkmasına rağmen hattıma ek internet paketi tanımlanmadı. Ben de bunun üzerine Turkcell müşteri hizmetlerini aradım sorunumu dile getirdim Denizbank hesabımdan paramın çıkmasına rağmen Turkcell hattıma internet paketi onaylanmadı. Turkcell hatanın Denizbank'tan olduğunu söylüyor Denizbank ise hatanın Turkcell'de olduğunu söylüyor. Elimde para transferinin gerçekleştiğine dair dekont var para Denizbank hesabımdan çıkmış ancak Turkcell hattıma ek paketimi yüklemedi mağdurum gereğinin yapılmasını arz ederim.
Turkcell 10 GB Ek Paket İptali,"10gb ek internet aldım, ancak aldıktan 2-3dk sonra hala tanımlanmasını için, tekrar denedim. Ancak şu an ikisi de tanımlı, birini iade etmek istediğimizde yapamıyoruz ikisini de keseriz diyorlar. Ben sadece birini iptal etmek istiyorum çünkü internet ihtiyacım var ve bu benden kaynaklı bir sorun değil. Müşteri odaklı bir politikaları yok ne yazık ki. Yazmak istedim."
Turkcell Haksız Kazanç Sağlıyor,"Fiyatların bu kadar zam uygulanmasına gerek var mıydı? Hotspot 50 GB 149 TL alıyorken şimdi 325 TL al diyorlar. Zam üstüne zam uyguluyorlar. Eğer böyle devam ederlerse tarife hattımı taşımak zorunda kalacağım. Bu kadar da olmaz, paket fiyatları uçmuş gidiyor. Hayır, yani anlamadığım nokta bu kadar zammın sonu ne olacak?"
Turkcell 50 GB Hotspot,"Hattıma tanımlanan 20 GB internetin, sadece WhatsApp kullanmama rağmen bittiğinin bir açıklaması olmalı. 807 TL yi 10 dakika da cebimden aldılar. Bu konuda duyduğum 3. Vaka oldu. Yazıklar olsun. Para lazımsa IBAN gönderin bağış yapalım. Bu nasıl bir iş ben anlamadım. Yıllardır da Turkcell kullanıyorum. Ayıptır günahtır diyeceğim ama..."
Turkcell İnternet Paketi Alamıyorum,4 gün içerisinde bitecek olan paketimin internetini kullanmak yerine 21 gün kalan paketimin internetini kullanıyor. Böyle bir saçmalık olabilir mi?4 gün kalan paketimde 4 GB var ve gidip yeni aldığım paketten internet kullanıyor. Kullanım önceliği neye göre yapılıyor mantıklı olan gün bitimi yakın olandır.
Turkcell Haksız Tl Çekiyor.,"260 TL bir bakiyem vardı Turkcell'in sitesinde ve sabah paket alırım dedim, bir baktım 240'a düşmüş. Neyse, 6 GB alırım o zaman dedim, bir baktım 220'ye düşmüş. Resmen dalga geçiyorlar. Turkcell'li olmak pişmanlıktır. Ben de acilen başka hatta geçeceğim. Helal değildir o alınan para da."
Turkcell'in Bilgi Vermeden Yıllık Abone Yapması Ve İnterneti Kesmesi.,"Kurumsal hat kullandığım için internet ek paketi almak istiyorum. Kredi kartıyla işlem yapmak istiyorum ama Türkiye'nin en iyi ve en pahalı operatörü olarak bilinen şirket, 3 gündür bir sistemi düzeltemedi. Ayrıca, asistanlar da sürekli bir bahaneyle durumu geçiştirmeye çalışıyor. Bu durum gerçekten kabul edilemez."
Turkcell İn Haksız Yurt Dışı Paket Uygulaması,"Haksız yere ücret kesilmesi. İnternet paketi yok, mobil veri kapalı ve sadece Wi-Fi üzerinde iletişim kurduğum ve paket kullanım bedeli olarak Turkcell kafasına göre açılır ekranda 5 TL şeklinde yaklaşık 50-75 arasında bir tutar kesti. Bu gibi şikayetlere birden fazla kişide rastlanmaktadır. En kısa sürede çözümü sunulsun. Bunlar benim ekran görüntüsü aldıklarım ve bazı günler günde 3 4 kez bu şekilde bir haksız ücret çekimi gerçekleşti"
Turkcell İnterneti Çok Fazla Yiyor,"Turkcell'de taahhüt doluyor diye şubenize gittim. Kasada H**** Hanım vardı. İşlemi yaptı ve ben bir konuda anlamadım ve soru sordum. Anlamadığım için birkaç defa daha sordum ama onlar beni anlamadı. Ben de tamam, fatura kesiminde dediğiniz gibi olmazsa yanınıza gelirim dedim. Hemen, 'Ne gelecek bilemem' vs. dedi. Bunu söylerken yüz ifadesi çok asıktı. Sinirlenip, 'Tamam, diyerek mutsuzsanız bana yansıtmayın' dedim ki benim en büyük hakkım. Zorbalanmak için girmedim oraya. Arkadan kadın, 'Ne alaka ya, ne diyorsun sen?' diye çıktı. Ben sözlü münakaşaya girdim ve üstüne 'Çık dışarı' demeye başladı. Diğer müşterilerin önünde benimle bu şekilde konuştu. Ve o diğer müşteriler daha sonra çıkıp karşıdaki Vodafone bayiye geçtiler ki o kadar kötü bir hizmet. Bu işin peşini bırakmayacağım ve her yasal yolda hakkımı arayacağım. Şube Adana, Seyhan, Gülbahçesi Sitesi içi son işlem yapılan şube."
Turkcell İnternet Su Gibi Akıp Gidiyor,"Senelerdir Turkcell kullanıyorum. Hayatımda böyle bir şey yaşamadım. Tam 3 gündür iş yerimin olduğu yerde internet çekmiyor. Tek çizgi ile iki çizgi arasında gidip geliyor. Sorun bildirdim, 'hiçbir şey yok' diyorlar. O yüzden iş yerindeki tüm Turkcell kullanıcılarında sorun var herhalde. Körüz biz. Resimde de ne kadar hızlı olduğunu göreceksiniz. Bana bu mağduriyeti giderin!"
Turkcell Fatura Durdurma Özelliği Sorunu Ve Mağduriyet,Kredi Kartı ile ek paket alamıyorum. Aşım yapmaktan faturam +600 TL yükseldi. Bu nasıl bir yazılım? Günlerdir düzeltilmedi. Koskoca Turkcell bir yazılımı düzeltemediniz mi? Bir haftadır sorun devam ediyor. Yardımcı olacak hiçbir şey yapmıyorsunuz. Uçak moduna al vs hiçbir şey işe yaramadı.
Turkcell İnternetim Kendi Kendine Bitti,"Turkcell firmasının hattını kullanıyorum. 05.06.2024 tarihinde saat 07:47 de yaklaşık 5,5 GB internetim kendiliğinden harcandı müşteri hizmetlerini aradığımda kullanılmış olduğunu söylediler. O kadar sürede imkansız olduğunu belirtmeme rağmen çözüm sunmadılar. Daha önce de Vodafone da başıma gelmişti sistemsel hata deyip iki katı internet hediye etmişlerdi maalesef Turkcell çözüm sunmadı"
Turkcell Bilgi Savaşı Ücret Alınıyor İnternet Gelmiyor,Hattım Turkcell kurumsal faturalı olduğu için internetim bitince kredi kartı ile ek paket alıyordum ancak 2 gündür sistemde ki sorun nedeniyle paket alamıyorum internetsiz kaldım ve hiçbir çözüm sunmuyorlar. 5 kere destek talebi açtım ve çözümlenmiştir yanıtı alıp duruyorum ama sorun çözülmüyor ve cevap üslubu giderek bozuluyor. Ayrıca müşteri hizmetlerini 2 3 kere aradım attığı SMS de uygulamaya yönlendiriyor yine aynı oluyor internetten de denedim ödeme ekranını açmıyor. İnternetsiz kaldım ve bahaneleri hep aynı sistem bakımda. Bir sistemin bakimi 3 4 gün sürer mi hiç gerçek cevap istiyoruz çözüm istiyoruz otomatik mesaj istemiyoruz. Mağdur ediliyoruz.
Turkcell Onaysız İnternet Paketi Ve Ekstra Ücretlendirme Sorunu,Turkcell in aşırı pahalı olması ve aynı paketi bir ay sonra daha pahalıya sunması ve internet az verip SMS gibi kullanılmayan şeyi çok fazla veriyorlar. Bu gidişle hattımı değiştirip başka hatta geçiş yapacağım. 200 TL sadece 1 GB internet veriyorlar yanında ıvır zıvır saçma şeyler. Başka hatlara baktığım zaman 180 TL'ye 30 GB olduğunu görüyorum. Çekim gücü iyi diye de bu kadar yapılmaz. Çözüm önerisi sunulmaz ise başka hatta geçiş yapacağım.
Turkcell İnternet Paketi Bitip Ek Paket Satıyor Ancak Kullanım Yok,"Faturalı Kurumsal Turkcell hattıma kredi kartı ile internet paketi almak istiyorum. Mobil uygulama asla izin vermiyor. Sürekli olarak yükleniyor işareti ve sonra boş sayfa uyarısı geliyor. Konu ile ilgili günlerdir müşteri hizmetleri ile görüşüyorum fakat, sorun çözme becerisi ve yeterliliği olmayan müşteri temsilcileri ile dakikalarca konuşma sağlıyorum. Hattıma yansıtılsın isteseydim bu işlemi yapabilirim ama ben kredi kartı ile ek paket almak istiyorum. Bu sunduğunuz önerilerin hiçbiri çözüm değil. Artık sistemde bakım var bahanelerinizi duymak istemiyorum! Kendi kartımla internet alamıyorsam en azından sizin yaşadığım ( bir çok şikayet okudum benim gibi birçok insan durumdan muzdarip üstelik internetlerimiz su gibi bitiyor bu da ayrı bir sorun) sorunla alakalı çözüm önerisi olarak sistem bakımı sizin sorununuz olduğu için internet hediye edip hatanızı tolere ediyor olmanız gerekiyor. Her ay neredeyse aynı problemi yaşıyoruz... İnternet paketimiz bittiğinde saniyesinde ek 1 GB tanımlayıp faturaya yansıtan sistem her nedense ek paket aldırmıyor ve altyapı çalışması bir türlü bitmiyor. 1 yıl içerisinde 31 bin şikayet almışsınız ve Turkcell'e yakışmayan sorunlarla dolu burası. Taahhüt sürem bittiğinde tekrar değerlendirmeye almam gerekiyor. Bu arada evet uygulamam güncel!"
Turkcell Hediye Youtube.com Premium Kod Geçersiz Uyarısı,20 GB her yöne 20 GB sosyal medya yönüne olmak üzere 40 GB internet paketim var. Tüm sosyal medya kullanımlarımı her yöne olan paketimden düşüyor. Bu ay daha 15 gün olmasına rağmen paketim bitti ve aşım ücreti uygulandı. Müşteri temsilcisine ulaştığımda işlemin turkcell.com.tr'den yapılması gerektiğini söyledi. Şikayetimi ilettim ama ne geri dönüş yapıldı ne de şikayet takibi yapabiliyorum. Kota iadesi talep ediyorum.
Turkcell'in Fiyat Politikası Ve Sınırlamalar,"Turkcell hotspot paketleri geri gelsin. Köyde her internet çekmiyor. Turkcell'in interneti iyi çekiyordu. Hem de hotspot paketleri çok uygundu. Fiyatını artırmak yerine direkt hotspot paketlerini kaldırmışsınız. Lütfen tekrar geri gelsin, çok mutlu oluruz."
Turkcell Yüksek Fiyat Ve Hızlı Tükenen İnternet Paketi,"Bugün katlanan tarife kampanyasındaki internet paketi biter bitmez yedi dakika içinde kendi tarifemdeki tüm internetim de bittiğine dair Turkcell'den mesaj aldım. Veri kullanımı olmadığı gibi arka planda da kullanılan bir uygulama yoktu. Kaldı ki ışık hızıyla 7 MB'ın bitmesi hiçbir durumda zaten söz konusu olamaz. Gün içinde beş ayrı müşteri temsilcisiyle görüştüm ancak onlar yardım edemediği gibi, Turkcell uygulamasının yardım sekmesinde de konuyla ilgili talebi açmama uygulama izin vermiyor, sürekli hata veriyor. Kısacası katlanan kampanya uygulanmıyor."
Turkcell'in 45 GB İnternetimi 8 Günde Bitirdiğimi İddia Etmesi,"Turkcell mobil internetim 22.552 GB 13 günde evimde, yurdumda ve okulumda Wi-Fi olmasına rağmen bitti. Salla kazandan gelen 2 günlük 1gb internet 10 dakikada bitti. Aynı gün aldığım 10 GB ek paket akşam bitti. Telefonumda arka planda çalışan bir uygulama yok, güncellemelerim ve telefon yedeklemelerimin hepsi Wi-Fi ile yapılacak şekilde ayarlı, otomatik video özelliği kapalı. Aynı gün içinde telefonuma indirdiğim hiçbir uygulama yok. Video izlenmesi yok. Bu şikayetlerle turkcelli her aradığımda interneti kullandığım söyleniyor. Kaldı ki 1 günde11 GB interneti film bile indirsem bitiremem. Kullanımımı kontrol ettiklerinde 10 saniyelik bir mail kontrolünden 350 MB internetimin gittiğini söylüyorlar. Üstüne üstlük bir de yasal olmayan bir cayma bedelini ödemek zorunda olduğumu söylüyorlar. Hattımı Turkcell'den kesinlikle değiştireceğimi ve en kısa zamanda yasal haklarımı kullanacağımı belirtmek isterim."
Turkcell İnternet Ve Giriş Sorunu,"5 gün önce yurt dışında 5 gün geçerli paketini 960 lira karşılığında aldım. 16GB internet paketi de aldım. Bugün kullanırken bitmesi yakın diye Turkcell uygulamasına girip bir 5 gün daha almak istedim, fakat uygulama izin vermedi. Henüz 5 günüm dolmadığı için diye tahmin ettim ve kapatıp kullanmaya devam ettim. Fakat bir yandan da 650 lira yükledim hattıma, tekrar paket alabilmek için. Sonra kullanım sırasında internet bir anda kesildi. Ne olduğunu anlayana kadar SMS mesajı geldi. Paketiniz bitmiştir diye. Hemen anında 5 gün geçerli paket almak istedim fakat hesabınızda yeterli bakiye yok hatası aldım. Farklı cihazdan girip kontrol ettiğimde saniyeler içerisinde ve hiçbir koruma mekanizması olmadan 650 lirayı harcamışsınız. Ki bu işlemler olmadan hemen önce de uygulamanıza girdiğimde merak etmeyin, tarifeniz yurt dışında da günlük 210 lira karşılığında geçerli diye reklam yapıyordunuz. Şimdiye kadar size güzelce anlattım durumu, ama sizin anlayacağınıza ve yardımcı olacağınıza dair bir inancım yok. Bu nasıl bir sorumsuzluk, nasıl bir utanmazlıktır? Müşterisini göz göre göre ve bile isteye mağdur eden böyle bir firma olabilir mi? Hiçbir işiniz müşteri faydasına olmaz mı? Neden mi inancım yok çözeceğinize dair? Çünkü daha önce de benzer durumu yaşadım sizinle. Bana utanmadan nereye başvurursan başvur dediniz. Hata bende ki sizi kullanmaya devam etmişim. Bugünden sonra bir daha asla. Yılların müşterisini kaybettiniz."
Turkcell Mobil Uygulamasında Sürekli Hatalar,Turkcell mobil hattımda internet kullanmıyor olmama rağmen kendi kendine bitiyor. İş yerinde ve evde Wi-Fi bağlantısı kullanıyorum ama 20 günde 20 GB internet havaya uçup kendi kendine bitmiştir. Turkcell tarafından 3 aydır sürekli ek paket almak zorunda kalıyorum. Çağrı merkezini aradım ve doğru düzgün bir açıklama bile yapılmadı.
Turkcell'in Bilgi Vermeden Yıllık Abone Yapması Ve İnterneti Kesmesi.,"Turkcell internet paketi almak istiyorum. Kredi kartı ile ama 3 gündür program hata veriyor. İlk önce programı silip tekrar yükleyin dediler. Yaptım, olmadı. Sonra Wi-Fi'ye bağlı olmadığınız için olabilir dediler. Onu da denedim, yine olmadı. En sonunda programda çalışma yaptıklarını söylediler ve hâlâ bekliyorum."
Turkcell Gece İnternet Paketi Sorunu Ve Faturaların Artması,"30 GB internet paketimi neredeyse hiç kullanmamama rağmen hızla tükeniyor. Önceden başka bir operatörde 20 GB kullanıyordum ve ay sonunda 8-9 GB internetim kalıyordu. Turkcell’e geçtikten sonra 30 GB’lik pakete abone oldum ve ayrıca evde Wi-Fi kullanıyorum. Haftanın 3-4 günü evdeyim ve interneti Wi-Fi üzerinden kullanıyorum. Ancak, buna rağmen mobil internet paketim hızla bitiyor."
Turkcell İnternet Paketi Kullanımı,Ben Turkcell'e yeni geçtim henüz bir ay olmadı
Turkcell Hotspot Paketinin İptali,"Turkcell hotspot 2gb, 4gb, 6gb, 10gb, 25gb paketlerine ulaşım sağlayamıyorum Turkcell Mobil Uygulanması üzerinden. Müşteri hizmetleri uygulamayı güncellersem düzeleceğini söyledi fakat güncellenme rağmen hotspot 4gb,6gb ve diğer paket seçenekleri Ek Paketler kısmında gözükmüyor. Kaldırılmış olabilir mi diye düşündüm bu paketler. Hotspot paketlerinin de kaldırılmadığını söyledi müşteri hizmetleri"
Turkcell Aşım Paketi İptal Edeceğim Diyerek Fazla Ürün Satıyor,"İnternetim hiç çekmiyor. Sorunun telefonumla alakalı olmadığından eminim. Her şeyi yaptım ama internet sinyalim takılı kalıyor. İnternetim gidiyor, çekmiyor. Asla rahat rahat internetim ile bir şey yapamıyorum. Şu an bile telefonu havaya kaldırarak yazıyorum çünkü çekmiyor. Bu durumdan arkadaşlarım ve çoğu kişi rahatsız oluyor. Lütfen gereğini yapın ve bu sorunu artık çözün."
Turkcell Gnç Neden İnternet Vermiyor,"Turkcell GNÇ Bol 40GB kullanıyorum. İnterneti YouTube.com'da harcamama rağmen 20GB'lık sosyal medya değil, 20GB'lık genel kullanımdan düşüyor ve paket detayında genel data kullanım olarak görünüyor. 3 aydır aynı şeyden sıkıldım. Geçen ay 750 TL fatura ödedim, bu ay da fatura yenilenmesine 24 gün kala 3GB internet bırakmışlar, sağ olsunlar. Bu durum çözülmez ve bu ay sonuna kadar geçerli internet paketi tarafıma verilmezse kesinlikle hukuki sürece başvurup operatör değiştirip şikayetçi olacağım. İnsanların gözünü boyamaktan başka bir şey değil bu."
